OBJECTID,Cn_Name,GlobalID,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,x,y
21374,kubit,{93788764-D07D-4177-A72D-326998A03627},Menze Lalo Midir,ET030522,North Shewa (AM),ET0305,Amhara,ET03,39.641895,10.197735
21384,tol,{01792FF8-64E7-429D-928F-3CE7F5253698},Menze Lalo Midir,ET030522,North Shewa (AM),ET0305,Amhara,ET03,39.467618,10.089972
20739,Esat Anba mele lafto Gebya bota,{9E2DACEC-09EB-49DC-80E5-2CFBD25BE299},Siya Debirna Wayu,ET030523,North Shewa (AM),ET0305,Amhara,ET03,39.290372,9.803602
20747,Kerisa Ehude Gebiya,{CDF46C4A-6625-407F-B33B-7A4CC4B9F918},Siya Debirna Wayu,ET030523,North Shewa (AM),ET0305,Amhara,ET03,39.234577,9.864340
20753,Beyo Ehude Gebiya,{BEE44F8B-0461-455F-9252-39160CA3DD6D},Siya Debirna Wayu,ET030523,North Shewa (AM),ET0305,Amhara,ET03,39.020922,9.772717
26613,ye shum mekemecha makesegnet ye gebeya bota,{E79A3991-8C70-4CD8-BB25-F4A166EC639D},Hulet Ej Enese,ET030602,East Gojam,ET0306,Amhara,ET03,37.742302,11.108881
26702,Deber Genet,{D52A7B94-43E7-4027-B625-3E4E8053D05B},Hulet Ej Enese,ET030602,East Gojam,ET0306,Amhara,ET03,37.990818,10.801545
26711,Ye Awuja Gebeya,{92B14BA8-069F-43EA-B125-9B043BAAD3FA},Hulet Ej Enese,ET030602,East Gojam,ET0306,Amhara,ET03,38.002620,10.893630
26864,hamus gebeya,{5BEF96D9-9224-467E-9CAD-232BA9A6BDC7},Goncha Siso Enebse,ET030603,East Gojam,ET0306,Amhara,ET03,38.213715,10.830967
27573,ZACHENA EROBU,{A0FC118D-A296-425E-AE5B-6955FF978189},Enarj Enawga,ET030605,East Gojam,ET0306,Amhara,ET03,38.103357,10.762827
27612,Hamusiet Gebaya,{9D85DE70-B411-49BC-B8C5-DCB3187AE1E5},Enarj Enawga,ET030605,East Gojam,ET0306,Amhara,ET03,38.111821,10.810153
27622,YE METEYA ENEDERA ANDEGNA  YENECH BOLOKIE GEBYA,{EDD1613A-60AD-4D09-874C-F71420AC2C21},Enarj Enawga,ET030605,East Gojam,ET0306,Amhara,ET03,38.266192,10.696682
27671,YE METEYA ENEDERA ANDEGNA  YENECH BOLOKIE GEBYA,{AFF3665D-51A8-487A-9205-5A32B52B4F83},Enarj Enawga,ET030605,East Gojam,ET0306,Amhara,ET03,38.266192,10.696682
26897,WOYRA GEBIYA,{E33E80BD-7A31-42A5-8222-AB582CFE0254},Enemay,ET030606,East Gojam,ET0306,Amhara,ET03,38.154564,10.571078
26980,FELEGE SELAM KEBELE GEBEYA MAKELE,{82A05150-B0FC-4E20-884E-5B4BDE32DA48},Enemay,ET030606,East Gojam,ET0306,Amhara,ET03,38.172605,10.343573
27011,YE KEDESEGIE YEGEBEYA BOTA,{83C28993-08B0-45ED-A5ED-3B0977FB02C3},Enemay,ET030606,East Gojam,ET0306,Amhara,ET03,38.277264,10.499270
27051,WOYRA GEBIYA,{AF6369A6-4A9E-49F2-8423-6DAE40C85FE6},Enemay,ET030606,East Gojam,ET0306,Amhara,ET03,38.154564,10.571078
27133,FELEGE SELAM KEBELE GEBEYA MAKELE,{357E3D4A-2BE7-4EC4-AF5D-65EE9E2806C4},Enemay,ET030606,East Gojam,ET0306,Amhara,ET03,38.172605,10.343573
27164,YE KEDESEGIE YEGEBEYA BOTA,{38D858BA-D884-4A42-816F-8E637FC1EABE},Enemay,ET030606,East Gojam,ET0306,Amhara,ET03,38.277264,10.499270
28071,ye yedama ye gebeya bota,{AD5694BE-EFB5-49D0-87F3-0E1B36C97139},Debay Telatgen,ET030607,East Gojam,ET0306,Amhara,ET03,38.046716,10.526499
28072,ye gelebatie ye gebeya bota,{EF282497-BADF-4E3A-AE67-B0F3A33BE4EB},Debay Telatgen,ET030607,East Gojam,ET0306,Amhara,ET03,37.910643,10.642518
28093,hamusit market center,{FCFB78EE-425B-46D7-88AD-73AA1A4E5D3B},Debay Telatgen,ET030607,East Gojam,ET0306,Amhara,ET03,38.103947,10.444340
28111,ye rebu gebeya ye gebeya bota,{5D6BBFD6-03FE-4B5E-8957-2DECB31CD4B6},Debay Telatgen,ET030607,East Gojam,ET0306,Amhara,ET03,37.995497,10.616486
28142,debet yegebya bota,{15E299C8-C9DC-4328-A009-1F29F4C0BC8A},Debay Telatgen,ET030607,East Gojam,ET0306,Amhara,ET03,38.060712,10.362660
28220,YEKEBT GEBEYA,{1EBC7C26-9D34-4AB4-9FA9-C3D4FE90F187},Debre Elias,ET030608,East Gojam,ET0306,Amhara,ET03,37.459429,10.299711
28391,AMARYEWEBESHE GEBEYA BOTA,{8B39ECC8-D4F1-43F4-9673-C6E37A85BC0D},Michakel,ET030609,East Gojam,ET0306,Amhara,ET03,37.540032,10.498553
28406,DEBERE KELEMO HAMUSITE GEBEYA,{35029831-625F-4644-86AA-835FFC26A577},Michakel,ET030609,East Gojam,ET0306,Amhara,ET03,37.616565,10.515330
28442,KIDAMIN GEBEYA BOTA,{07C63B97-0171-4AF0-9364-E4B40F141329},Michakel,ET030609,East Gojam,ET0306,Amhara,ET03,37.683469,10.668807
28453,SHELELE YEGEBEYA BOTA,{9EE56F27-683E-440C-9DD1-CC24502FC4B0},Michakel,ET030609,East Gojam,ET0306,Amhara,ET03,37.592274,10.580402
28472,BELEMIN GEBEYA BOTA,{28E5FDE1-CAD1-4E4D-9301-CCA27FF3B122},Michakel,ET030609,East Gojam,ET0306,Amhara,ET03,37.652297,10.438231
27774,Lega yelyeb yegebya,{D44F54DF-DE93-452F-AFE1-8D542CD2CF17},Awabel,ET030612,East Gojam,ET0306,Amhara,ET03,38.009395,10.182504
28304,KOL \ EREST \,{A25FFC57-E2E9-4B83-826F-C4E3C08C95FA},Dejen,ET030613,East Gojam,ET0306,Amhara,ET03,38.225439,10.195042
27266,Amuse Gebeya,{E4D3829B-5CC5-45C0-8C9D-2AD36501F24E},Shebel Bernta,ET030614,East Gojam,ET0306,Amhara,ET03,38.365167,10.255031
28670,WASHA MEKEHALE YEGEBEYA BOTA,{A76FA45F-2B3A-44A5-9EAC-08E33781BE89},Senan,ET030616,East Gojam,ET0306,Amhara,ET03,37.849839,10.556150
26337,Segnin Gebeya,{DA6A873D-3771-4253-B035-93AE73A71375},Aneded,ET030617,East Gojam,ET0306,Amhara,ET03,37.889895,10.381343
26768,Senio Gebiya,{67F3DEDA-AB16-49BE-826F-B97D8F432DC5},Sedae,ET030619,East Gojam,ET0306,Amhara,ET03,38.319253,11.050808
23793,Ahiya chanik Yegebeya,{38643DA5-E1C8-4A63-B4B6-86DC0B024B6D},Semen Achefer,ET030701,West Gojam,ET0307,Amhara,ET03,36.960025,11.868049
23815,hamusit gebeya,{09181CEE-30BC-47E0-9E8E-8B79D279B2BB},Semen Achefer,ET030701,West Gojam,ET0307,Amhara,ET03,37.029675,11.797647
23825,sankira gebeya,{F0157A5B-D0F1-47D5-8FD3-643E6CAC75A4},Semen Achefer,ET030701,West Gojam,ET0307,Amhara,ET03,36.984070,11.798810
23855,Kancheye Ygebeya bota,{B135B35E-F70F-4615-8D6D-6114F58BC00D},Semen Achefer,ET030701,West Gojam,ET0307,Amhara,ET03,37.053388,11.803656
23895,segnit,{A5EFDBD4-1DA5-4A99-8E1A-62B0A6ED61E8},Semen Achefer,ET030701,West Gojam,ET0307,Amhara,ET03,37.082537,11.649732
23952,makesegnet,{5B65A365-9E01-4867-8566-8D9F0CDDE69F},Semen Achefer,ET030701,West Gojam,ET0307,Amhara,ET03,36.879237,11.789311
25086,fares woga market center,{729F74CB-8696-471E-AA70-9DAAA8674918},Bahirdar Zuria,ET030702,West Gojam,ET0307,Amhara,ET03,37.390062,11.368154
26262,YE MAJJYE GEBTA MAKELE,{C08BFA39-D13F-49E5-ACF3-BD1846BA46A1},Bahirdar Zuria,ET030702,West Gojam,ET0307,Amhara,ET03,37.552029,11.483741
54744,zege gebya,{E1D76A98-0369-459C-8681-1044C069D3C3},Bahirdar Zuria,ET030702,West Gojam,ET0307,Amhara,ET03,37.316658,11.693017
54968,YE TIS ABAY KETEMA YE GEBEYA BOTA,{DABB7E3F-A64E-4E22-913A-6C148BB3F360},Bahirdar Zuria,ET030702,West Gojam,ET0307,Amhara,ET03,37.588354,11.482959
54970,YE TIS ABAY KETEMA YE KEBIT GEBEYA BOTA,{9B3D124A-DEDB-4EB0-8CF6-45CB736CE409},Bahirdar Zuria,ET030702,West Gojam,ET0307,Amhara,ET03,37.589348,11.482224
26042,Zanaber yegebiya Maekel,{CB28A20C-1CD3-4F5B-85AF-E2E8046A7C6C},Yilmana Densa,ET030703,West Gojam,ET0307,Amhara,ET03,37.488155,11.388280
26047,koti yegebiya maekel,{5D255E45-9BB0-4744-A0E0-3F9CDC5DC769},Yilmana Densa,ET030703,West Gojam,ET0307,Amhara,ET03,37.462263,11.381638
26069,Angar,{A5FBB114-FBD8-43DF-BE98-6C7EF5BB15B6},Yilmana Densa,ET030703,West Gojam,ET0307,Amhara,ET03,37.613152,11.385722
26091,Debay Yegebiya Makel,{C3A2DE14-AA32-440A-B869-7953C4ECA94B},Yilmana Densa,ET030703,West Gojam,ET0307,Amhara,ET03,37.662773,11.329535
26092,sekela gebeya,{B660AB4A-4F2F-4394-BE47-7F878A2C604F},Yilmana Densa,ET030703,West Gojam,ET0307,Amhara,ET03,37.621087,11.328790
26105,Ye Zeyet Meskiret gebya,{E2BD8A0B-970E-4557-8C21-A1E8B00A2282},Yilmana Densa,ET030703,West Gojam,ET0307,Amhara,ET03,37.502815,11.355333
26106,Ye Zeyet Meskiret gebya,{36454E07-16C0-4849-8FEA-7159BC033C99},Yilmana Densa,ET030703,West Gojam,ET0307,Amhara,ET03,37.502815,11.355333
26124,Densabata Gebeya,{E416C205-60D0-4CF7-80DB-42E6DC4F31FF},Yilmana Densa,ET030703,West Gojam,ET0307,Amhara,ET03,37.394368,11.267855
26177,dabal yegebiya maekel,{5577990B-F7D9-4CCC-BF1B-4DFFFCF60DA1},Yilmana Densa,ET030703,West Gojam,ET0307,Amhara,ET03,37.387498,11.163922
26198,ye ayivar kebele yegebeya meakel,{FFDAC71C-D293-4086-B53D-BEA9B48803F4},Yilmana Densa,ET030703,West Gojam,ET0307,Amhara,ET03,37.437712,11.151248
26219,Enegadie yegebiya Maekel,{AF45F76C-5787-4EA8-A8F9-1B6D13846145},Yilmana Densa,ET030703,West Gojam,ET0307,Amhara,ET03,37.547774,11.177960
26243,Goshiye,{DFCA6F3F-6136-4038-A811-581123ABA73D},Yilmana Densa,ET030703,West Gojam,ET0307,Amhara,ET03,37.461660,11.193120
26246,Yizora yegebeya meakel,{DEA7B377-DCF3-4292-A51C-D759C0146DF1},Yilmana Densa,ET030703,West Gojam,ET0307,Amhara,ET03,37.338898,11.167691
24642,chilotaw wondferaw,{BCD85586-9D1B-43F2-A1EA-1E37F0A9CA38},Mecha,ET030704,West Gojam,ET0307,Amhara,ET03,37.066198,11.385702
24046,YEA ABSKEN GEBEYEA,{D8616EED-82EE-4A00-BE51-0C9098A229A6},Sekela,ET030705,West Gojam,ET0307,Amhara,ET03,37.317954,11.058360
25771,areb gebiya ye gebiya bota,{7B1D3FB2-6E4B-48F4-82D6-B766851FA1C3},Quarit,ET030706,West Gojam,ET0307,Amhara,ET03,37.389444,11.098625
25777,ye areb gebiya y gebiya bota,{0AA7B6C7-0402-4930-A319-58FCFD950D0A},Quarit,ET030706,West Gojam,ET0307,Amhara,ET03,37.389423,11.098267
25872,makesegnet yegebeya bota,{9717BD5A-E1E2-41CE-9BCB-5CAAF9E24DF3},Quarit,ET030706,West Gojam,ET0307,Amhara,ET03,37.445448,10.927683
24429,filiklik,{E9849944-365A-4964-9D9C-F4C5650833B1},Dega Damot,ET030707,West Gojam,ET0307,Amhara,ET03,37.681378,10.956495
24551,lijengus,{BE2239BA-CD4B-47E8-888F-100FDF109205},Dega Damot,ET030707,West Gojam,ET0307,Amhara,ET03,37.634358,10.987051
25215,YECHEREKA   KETEMA   MARKET  CENTER,{C07E9DED-35C7-41DF-9801-27BE97FDCFEE},Dembecha,ET030708,West Gojam,ET0307,Amhara,ET03,37.422984,10.597659
25567,Aselie Yegebia Maekel,{B0F74F3D-F16D-4700-9FA2-015752E2ED24},Jabi Tehnan,ET030709,West Gojam,ET0307,Amhara,ET03,37.477648,10.721345
25621,Makisegn Yegebiya Maekel,{998E6863-EAB5-4063-8DA9-F2F5BCFD4727},Jabi Tehnan,ET030709,West Gojam,ET0307,Amhara,ET03,37.320945,10.815989
25688,Makesenet Gebiya,{07A0DE53-0C31-496E-A780-6BB5F8546BFD},Jabi Tehnan,ET030709,West Gojam,ET0307,Amhara,ET03,37.486320,10.781188
25728,Layber Yegebiya Maekel,{4B7EC298-B9B6-41CF-9392-2CFAF7E96572},Jabi Tehnan,ET030709,West Gojam,ET0307,Amhara,ET03,37.170004,10.586776
25729,Tach ber yegebeya meakel,{CF0622B1-20F5-457C-AD74-3930E7563965},Jabi Tehnan,ET030709,West Gojam,ET0307,Amhara,ET03,37.125295,10.502512
25731,Woroska yegebeya Meakel,{EAC4AF66-7B70-44CA-B99C-2C24EC463FFD},Jabi Tehnan,ET030709,West Gojam,ET0307,Amhara,ET03,37.154995,10.511503
24273,GULT GEBIYA,{4B3CC97A-52F7-4387-97EA-734F244B78B1},Bure (AM),ET030710,West Gojam,ET0307,Amhara,ET03,37.046625,10.625969
24274,ALFA,{FEF7A02A-BCEF-4A63-86CE-E65AAC3BBC89},Bure (AM),ET030710,West Gojam,ET0307,Amhara,ET03,37.046264,10.622449
24361,SHAKUA GEBEYA,{527DEE99-B893-4BF3-829C-C501045ACA5A},Bure (AM),ET030710,West Gojam,ET0307,Amhara,ET03,37.007691,10.726124
54469,ZENZELIMA MARKET CENTER,{EC9396E0-B8E4-46FA-9A47-287FAA39B912},Bahir Dar town,ET030712,West Gojam,ET0307,Amhara,ET03,37.462974,11.628568
54611,ginbot 20 kefle ketema,{F6FE2264-5976-459C-BD82-695D3D83E21B},Bahir Dar town,ET030712,West Gojam,ET0307,Amhara,ET03,37.385417,11.584558
54635,belay zeleke ye kabti gabiya,{3A04A52A-112A-409E-98C8-AEDDF7C55D3D},Bahir Dar town,ET030712,West Gojam,ET0307,Amhara,ET03,37.387678,11.579979
54642,SELASE GEBEYA,{6F988907-587C-4432-994F-DF40D888EFD4},Bahir Dar town,ET030712,West Gojam,ET0307,Amhara,ET03,37.389961,11.580196
54676,amara  ketemoch limat  biro,{72665F6B-F4A5-451E-884F-8C239EEC60B0},Bahir Dar town,ET030712,West Gojam,ET0307,Amhara,ET03,37.396631,11.588998
54868,ADDIS ALEM GULIT GEBEYA,{8C6C75B9-284B-4FB6-86AD-246402B9C2D3},Bahir Dar town,ET030712,West Gojam,ET0307,Amhara,ET03,37.424435,11.597888
54883,ABAY MADO MARKET CENTER,{E3D575EC-FB9A-4850-8F37-9791382C6424},Bahir Dar town,ET030712,West Gojam,ET0307,Amhara,ET03,37.417416,11.601332
25290,Hamuse Gebiya,{06402223-FF52-44A7-9222-C41D2B30EC77},Gonje,ET030718,West Gojam,ET0307,Amhara,ET03,37.622271,11.066249
25324,sego,{1453CC18-2DBE-453C-9DB5-0AFCE005F9DD},Gonje,ET030718,West Gojam,ET0307,Amhara,ET03,37.665345,11.161062
25390,Sego Gebeyaw,{EE9226F6-83BC-4439-A245-9035A1B25F06},Gonje,ET030718,West Gojam,ET0307,Amhara,ET03,37.631658,11.264963
25401,Menta Debir Market center,{51449EF3-C64F-44DC-B942-A76EF1E19B2D},Gonje,ET030718,West Gojam,ET0307,Amhara,ET03,37.596923,11.198173
25413,Erob Gebeya,{0BD1303F-FF22-44DC-A05D-4EB4E9A20BA4},Gonje,ET030718,West Gojam,ET0307,Amhara,ET03,37.675363,11.113998
25414,AKILE MARKET,{9D27C075-5497-49DA-B867-931CE1F2FE0F},Gonje,ET030718,West Gojam,ET0307,Amhara,ET03,37.629945,11.089513
25427,Woyinwuha,{3F1323C8-5A65-4729-9965-53923C34A9DC},Gonje,ET030718,West Gojam,ET0307,Amhara,ET03,37.592134,11.067794
34045,kedamit,{D02322AB-FD5E-4B57-8BB4-080B7459F0F8},Zequala,ET030801,Wag Hamra,ET0308,Amhara,ET03,38.855057,12.881332
34056,Telajen Amusit,{C5802532-2AEC-41DF-B8F7-2CC1C3E18ADA},Zequala,ET030801,Wag Hamra,ET0308,Amhara,ET03,38.754710,12.589743
33933,ekimetserewa,{875FD9BB-C143-4C7D-8BCC-C87680FBDD8C},Sekota,ET030802,Wag Hamra,ET0308,Amhara,ET03,39.135928,12.614842
33962,FAYA,{71102A48-A0C7-4AAC-ACC0-F2E8D197270A},Sekota,ET030802,Wag Hamra,ET0308,Amhara,ET03,38.934162,12.688812
34004,jerba,{24F0CD8E-D812-4E61-B7DC-987475C2FC28},Sekota,ET030802,Wag Hamra,ET0308,Amhara,ET03,38.856963,12.627508
34012,Gshenarewa,{35300DEE-9CCE-4052-8B48-319B83DF6644},Sekota,ET030802,Wag Hamra,ET0308,Amhara,ET03,39.189537,12.521565
33862,arka maekel gebeya center,{CE96F732-F071-4BA7-AB19-ECE9BF2C4B7F},Gaz Gibla,ET030804,Wag Hamra,ET0308,Amhara,ET03,39.179891,12.322772
33874,astekola meakel market center,{8098F592-D7A7-43A1-882D-B36B0E0E29A1},Gaz Gibla,ET030804,Wag Hamra,ET0308,Amhara,ET03,39.198573,12.217467
33887,taba gebeya maekel,{D0F156CE-BE1E-46A2-8F22-B0FAA21CC717},Gaz Gibla,ET030804,Wag Hamra,ET0308,Amhara,ET03,38.995247,12.295402
33999,esta maksegno gebeya maekel,{14F8C963-1C42-4688-830E-F03DEC80D05E},Tsagbeji,ET030808,Wag Hamra,ET0308,Amhara,ET03,39.243255,12.768782
23508,Gayta Semibu. Hamusit. gebeya,{E6B5237B-6BD5-4AEE-9D06-3D3B7D95274A},Dangila,ET030901,Awi,ET0309,Amhara,ET03,36.911685,11.192133
23518,Gayeta Selasie Robit Gibaya,{91F84C5F-A619-40EC-BACD-D457503E1E3C},Dangila,ET030901,Awi,ET0309,Amhara,ET03,36.893050,11.180837
23527,Hamucet,{80C8E423-3D43-4AA2-95AE-3B38E2950273},Dangila,ET030901,Awi,ET0309,Amhara,ET03,36.960997,11.243656
23542,Wumbiri Segno Gebeya,{1038F6F4-A2BC-4BBA-AE55-F7A5CF3AD2D5},Dangila,ET030901,Awi,ET0309,Amhara,ET03,36.977330,11.186970
23579,Delamo,{2A204661-4351-4319-8F2B-26AA2EF073DC},Dangila,ET030901,Awi,ET0309,Amhara,ET03,36.689133,11.266592
22295,mirkita yegebeya bota,{C63B6ED2-AB3F-4999-9ADC-304DABEE5CA8},Banja,ET030902,Awi,ET0309,Amhara,ET03,37.004644,10.966079
22300,mirkita yegebaya bota,{5E264731-1E3A-4E18-9BB8-C5C94F4A9560},Banja,ET030902,Awi,ET0309,Amhara,ET03,37.004620,10.966442
22690,Ambkie Gebiya makel,{82D7558B-68E3-44E8-83A5-1F4727A013D0},Guangua,ET030904,Awi,ET0309,Amhara,ET03,36.587767,10.809703
23327,delekes,{B6AFEE14-7838-4474-97E6-111D5C24B824},Fagta Lakoma,ET030905,Awi,ET0309,Amhara,ET03,36.788373,11.125242
22780,Filifil Kebele,{09DBD4CC-63D0-4F9A-AAAB-62D583FEABCC},Jawi,ET030906,Awi,ET0309,Amhara,ET03,36.415365,11.842367
22796,Sigudi,{1413FEE5-B3E9-497D-8548-632E41DC06A3},Jawi,ET030906,Awi,ET0309,Amhara,ET03,36.521856,11.823379
22819,Segnit Gebeya,{F148A71A-5C5F-40E3-A644-3A00D389969A},Jawi,ET030906,Awi,ET0309,Amhara,ET03,36.546291,11.280166
22832,Asech (Addis Alem),{D101F1DB-8C44-409E-BA39-1F20E0D2C448},Jawi,ET030906,Awi,ET0309,Amhara,ET03,36.707142,11.369448
22885,Asech (Addis Alem),{311F9BCC-AC1D-42E2-8825-34ADDF8FBAED},Jawi,ET030906,Awi,ET0309,Amhara,ET03,36.707142,11.369448
23001,Adisalem,{F646419E-7739-4CDC-9EE1-EA72EC48DBE1},Jawi,ET030906,Awi,ET0309,Amhara,ET03,36.637990,11.693500
32599,sitir,{B51166C3-8927-49B5-B602-9A6B50BA9A8E},Dewa Cheffa,ET031001,Oromia,ET0310,Amhara,ET03,39.750985,10.875640
32602,heroye,{9373F229-15D8-4DCF-93B6-5A68BFB5549F},Dewa Cheffa,ET031001,Oromia,ET0310,Amhara,ET03,39.733691,10.846612
32621,warkew,{434FE4F8-90DD-44F5-8293-5E08FDC844C1},Dewa Cheffa,ET031001,Oromia,ET0310,Amhara,ET03,39.906130,10.678694
32640,dodo,{76725C2B-6F2D-49F5-8DA3-975F29F5DF57},Dewa Cheffa,ET031001,Oromia,ET0310,Amhara,ET03,39.909481,10.798530
32647,meti,{7957AA60-EE03-4F85-876E-2124E5E60C53},Dewa Cheffa,ET031001,Oromia,ET0310,Amhara,ET03,39.875097,10.847143
32549,eal,{5AC2EA66-50CE-4831-BDB5-3E0B69111EB5},Bati,ET031002,Oromia,ET0310,Amhara,ET03,39.889680,11.263618
32562,KOPAFO(018),{B1E52277-3876-4B9E-9908-B82DD7319291},Bati,ET031002,Oromia,ET0310,Amhara,ET03,39.919292,11.333252
32569,MOTUMA,{1155BF07-0C3C-4EE0-A416-FA67E50E26CE},Bati,ET031002,Oromia,ET0310,Amhara,ET03,39.903552,11.289962
32570,ODA,{514382D7-FF0A-42AA-8C2A-9775E41E5409},Bati,ET031002,Oromia,ET0310,Amhara,ET03,40.123482,11.040110
32574,BOFA KEMISE(020),{D81E0160-F8D7-4FC5-A79E-E1360C4ED864},Bati,ET031002,Oromia,ET0310,Amhara,ET03,40.046972,11.039665
32579,tea,{A71F4FB3-3FC6-4F06-9631-EEF63158BA6A},Bati,ET031002,Oromia,ET0310,Amhara,ET03,40.075313,11.041868
22182,Bete Yegebya bota,{BD85DD3B-9CF3-4B9E-8EB0-9A4F6D4690B0},Jilye Tumuga,ET031003,Oromia,ET0310,Amhara,ET03,39.970485,10.163456
22121,yifate market center,{4343933B-23FA-4F02-83F0-08144BAFA691},Artuma Fursi,ET031004,Oromia,ET0310,Amhara,ET03,40.025703,10.586148
22142,Fursi muri kebele market,{331E8DC3-CD78-4F95-908B-BB6A3BC26904},Artuma Fursi,ET031004,Oromia,ET0310,Amhara,ET03,40.038979,10.480582
22147,Eido Medne kebele market,{B91A8BF6-F57E-4A3E-90E9-2412CCE62DCD},Artuma Fursi,ET031004,Oromia,ET0310,Amhara,ET03,39.851911,10.645047
22159,Jemete Gebeya,{66E50C0A-6683-4450-8476-5957823C29D2},Artuma Fursi,ET031004,Oromia,ET0310,Amhara,ET03,39.921905,10.600691
34526,nhamsit yegebeya bota,{EF235A8F-5B19-45CF-B7E4-7C072205D1ED},Lay Armacho,ET031108,Central Gondar,ET0311,Amhara,ET03,37.482133,12.804093
34538,merena,{5DA58A27-F150-4E8B-BB21-0EBA5EB50970},Lay Armacho,ET031108,Central Gondar,ET0311,Amhara,ET03,37.451177,12.871506
34552,EBELEWU GEBAYA,{CD117C1A-B54F-42EE-A0B4-50BCAC06E4D8},Lay Armacho,ET031108,Central Gondar,ET0311,Amhara,ET03,37.345561,12.676733
34608,SEGNO GEBAYE,{FA37D04B-F11A-46A7-989D-90FF7A1D4EFA},Lay Armacho,ET031108,Central Gondar,ET0311,Amhara,ET03,37.229662,12.620597
34668,MAWURA MARKET CENTER,{2FDF79BB-A1AF-4926-9B3C-B5D92CF75BC5},Lay Armacho,ET031108,Central Gondar,ET0311,Amhara,ET03,37.398144,12.662937
35261,arb gebya gebya meakle,{D943DEB0-41D3-40D3-A024-A2B15DA89E59},Lay Armacho,ET031108,Central Gondar,ET0311,Amhara,ET03,37.272641,12.773856
35486,arb gebya,{22BCC5B4-A60F-4E8A-8B6C-74401133853D},Lay Armacho,ET031108,Central Gondar,ET0311,Amhara,ET03,37.272641,12.773856
34432,Arno,{2D06F7A7-FBB5-49D8-B981-9BA529F7FC8E},Gonder Zuria,ET031110,Central Gondar,ET0311,Amhara,ET03,37.715358,12.174603
34980,achara,{454F69B2-3944-4D76-B33D-42553DF0190F},East Dembia,ET031111,Central Gondar,ET0311,Amhara,ET03,37.355868,12.298907
35041,robit,{97326613-9ACB-4A89-8372-D97184B4F109},East Dembia,ET031111,Central Gondar,ET0311,Amhara,ET03,37.387025,12.326912
34194,ye woku ye selit mahakel,{DFD1AD9C-47C9-463D-B831-B3AF0F5C9117},Alefa,ET031115,Central Gondar,ET0311,Amhara,ET03,36.610673,11.965942
34202,GENGEN YEGEBIYA MAEKEL,{0710E22F-4D3B-4142-9D70-11649D6C5C5B},Alefa,ET031115,Central Gondar,ET0311,Amhara,ET03,36.490533,12.023141
34919,asawegari,{F02E2CE3-0178-4589-B0CB-B846E013E91C},West Belesa,ET031116,Central Gondar,ET0311,Amhara,ET03,37.850803,12.520083
35182,fuchena kidamie gebya,{5908907B-E379-47CF-BEB6-7954CA9D6901},Masero Denb /Central Armacho,ET031119,Central Gondar,ET0311,Amhara,ET03,37.168447,12.917619
35396,fuchena kidamie gebya,{D0D7E77C-9BC1-4294-B574-269EBD8FBB97},Masero Denb /Central Armacho,ET031119,Central Gondar,ET0311,Amhara,ET03,37.168447,12.917619
35186,Segno Gebiya,{B865141F-0A6D-4D5C-8836-145AF993302C},Tach Armacho,ET031120,Central Gondar,ET0311,Amhara,ET03,37.208347,12.906288
35256,mahanaye gebya,{299ECEC1-514B-4B15-99A9-FAFC31C406B9},Tach Armacho,ET031120,Central Gondar,ET0311,Amhara,ET03,37.262746,12.839679
35294,geretila gebya mewaya,{A67A4A46-302D-4603-A74D-55C09CCBACA1},Tach Armacho,ET031120,Central Gondar,ET0311,Amhara,ET03,37.480608,12.996959
35321,chara ber gebya meakel,{47A874EC-D2A8-4C69-9EB0-610FE1BF1B1D},Tach Armacho,ET031120,Central Gondar,ET0311,Amhara,ET03,37.111700,13.035526
35400,Segno Gebiya,{3E3B4DB8-3337-4D41-8E9B-9D5FDE85ED8A},Tach Armacho,ET031120,Central Gondar,ET0311,Amhara,ET03,37.208347,12.906288
35481,mahanaye gebya,{78DA3EC8-BF9F-4DC6-99E9-FBF3267FD1DC},Tach Armacho,ET031120,Central Gondar,ET0311,Amhara,ET03,37.262746,12.839679
35519,geretila gebya mewaya,{884FED94-B70F-4FF9-AA9F-5A4E99C2669D},Tach Armacho,ET031120,Central Gondar,ET0311,Amhara,ET03,37.480608,12.996959
35546,chara ber,{B6B4F3E0-B608-4948-9AE5-398C40A63807},Tach Armacho,ET031120,Central Gondar,ET0311,Amhara,ET03,37.111700,13.035526
36128,Dermaga gebeya makel,{9B74D445-BB05-4039-8D7F-298FD554F177},Mirab Armacho,ET031206,West Gondar,ET0312,Amhara,ET03,36.445902,13.343885
36179,GABLA SELIT MAKEL,{44C1F654-C541-4298-B19C-ABE8189B344D},Mirab Armacho,ET031206,West Gondar,ET0312,Amhara,ET03,36.763925,13.107353
36425,Kinevi selit meakel,{D345320D-C618-42F5-A2C5-6DBA7E3FDF0D},Quara,ET031214,West Gondar,ET0312,Amhara,ET03,36.126547,12.034562
36470,Bemur Gebiya,{C4B753C8-AE1E-4FB7-BE00-64F76BB3E7B4},Quara,ET031214,West Gondar,ET0312,Amhara,ET03,35.936998,12.084276
36485,Bermil Selit Maikel,{57D55A71-6FCB-43D9-8D2D-0FD3D66523B9},Quara,ET031214,West Gondar,ET0312,Amhara,ET03,35.732836,12.396199
