OBJECTID,Cn_Name,GlobalID,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,x,y
32904,WENDACH YAGEBEYA MEDA,{C22AB2C5-2C86-4163-9012-A136538694BC},Gidan,ET030303,North Wello,ET0303,Amhara,ET03,39.339591,12.106257
32912,IYELA GEBEYA MAKEL,{9440DA59-49A6-4CD1-A22C-278BDD64AB1F},Gidan,ET030303,North Wello,ET0303,Amhara,ET03,39.358938,11.956895
32916,YE MERORA MARKET CENTER,{2E4A9C90-7F82-4F67-B467-E66F10B0F9CC},Gidan,ET030303,North Wello,ET0303,Amhara,ET03,39.342040,11.976696
32932,YE DILIDY MARKET CENTER,{5326F60F-D53D-46B6-BC2D-52C6758A21E2},Gidan,ET030303,North Wello,ET0303,Amhara,ET03,39.349545,12.198588
32939,ASHQUANA GEBEYA,{B1D10C96-7927-48B9-9049-9109C4361558},Gidan,ET030303,North Wello,ET0303,Amhara,ET03,39.379173,12.192596
32966,ASKITE GEBYA,{9F02FF3F-F550-4E97-9DC4-1F1D9E472847},Gidan,ET030303,North Wello,ET0303,Amhara,ET03,39.311596,12.185409
33442,HAMUSIT,{978B3D31-A90C-4350-9F14-BA1B1650E33B},Meket,ET030304,North Wello,ET0303,Amhara,ET03,38.669039,11.664694
33453,SEGNO,{97D94270-3E60-4EB0-9B42-9FD1AA98C1AB},Meket,ET030304,North Wello,ET0303,Amhara,ET03,38.738955,11.652014
33469,EROBIT,{FD83C363-14A2-4F31-BE4F-72373BA191A2},Meket,ET030304,North Wello,ET0303,Amhara,ET03,38.722033,11.832989
33476,AGRIT,{26BA4775-408A-48AB-842E-FFB25BD79BEC},Meket,ET030304,North Wello,ET0303,Amhara,ET03,38.665352,11.818330
33484,MAKSEGNIUT,{328A6A3E-CE76-4AF1-ACEA-13A12A994C27},Meket,ET030304,North Wello,ET0303,Amhara,ET03,38.708811,11.702001
33488,ROBIT,{FB37E6BF-8B06-4D9E-A898-6995BF904060},Meket,ET030304,North Wello,ET0303,Amhara,ET03,38.752498,11.710238
33504,GENA MEMCHA,{AC37F0F9-C8BC-4295-9F9E-9D463458BAA3},Meket,ET030304,North Wello,ET0303,Amhara,ET03,38.798598,11.855160
33546,KOBABA,{8543B967-0D55-494D-803A-5AA4700E3D11},Meket,ET030304,North Wello,ET0303,Amhara,ET03,38.826922,11.714308
33573,KEDAMIE,{E3F22C61-5D64-4E5C-9675-66B603EE652B},Meket,ET030304,North Wello,ET0303,Amhara,ET03,38.587801,11.817263
33582,ARBIT,{B47B2EFC-EA01-478F-ADBD-180FFD72B946},Meket,ET030304,North Wello,ET0303,Amhara,ET03,38.763150,11.909317
33593,GENA MEMCHA,{B442DD88-4F67-4BC5-B596-B3C30C7BEE5F},Meket,ET030304,North Wello,ET0303,Amhara,ET03,38.714546,11.920993
33594,AYKOLE,{FE9E122E-A844-411B-85C3-3A257D650F3A},Meket,ET030304,North Wello,ET0303,Amhara,ET03,38.802832,11.944902
32879,tekulesh,{72A26A09-EC8B-490E-9137-B4312C66D83F},Wadla,ET030305,North Wello,ET0303,Amhara,ET03,39.156372,11.754471
33545,ARBIT,{F7919BE6-6931-450E-AB26-101F765B25D4},Wadla,ET030305,North Wello,ET0303,Amhara,ET03,38.820993,11.671130
33669,YEROBGEBEYA MEAKEL,{BDD6CDF1-EE0A-4B5D-B773-CB303DB31B2C},Wadla,ET030305,North Wello,ET0303,Amhara,ET03,38.807644,11.613556
33684,ARIBIT GEBEYA,{644C80A9-CE0B-4A9D-A620-5D7983743713},Wadla,ET030305,North Wello,ET0303,Amhara,ET03,39.035878,11.584097
32754,Erobit gebaya,{EF32246C-5CEA-4803-80BE-CD50041BAC12},Guba Lafto,ET030307,North Wello,ET0303,Amhara,ET03,39.373810,11.888863
33083,dule gebeya,{23A0B146-E304-4FC6-AA88-2E8B76C33BD5},Habru,ET030308,North Wello,ET0303,Amhara,ET03,39.614288,11.664715
33091,mehal amba gebeya,{753D1554-4E21-4758-9A93-B22F49D6DB0B},Habru,ET030308,North Wello,ET0303,Amhara,ET03,39.659598,11.592130
33119,merto,{35903C45-B670-405B-9166-747332C22116},Habru,ET030308,North Wello,ET0303,Amhara,ET03,39.551578,11.742526
33133,haro,{52038DB3-653A-4756-9182-C847BE467420},Habru,ET030308,North Wello,ET0303,Amhara,ET03,39.804423,11.804665
32792,HAMUSIT,{A6BF5CE6-FF0D-44F5-ACE6-6139C16808D8},Dawunt,ET030311,North Wello,ET0303,Amhara,ET03,38.884032,11.499415
32820,GERSA,{401A3B0E-1101-450C-9720-AF9792AF6079},Dawunt,ET030311,North Wello,ET0303,Amhara,ET03,38.842132,11.474664
32849,robet,{A1F1ACBC-DD7A-4F96-88AF-1778685298CE},Angot,ET030313,North Wello,ET0303,Amhara,ET03,39.196652,11.857850
32869,waro gebeya,{F4897816-1857-41F0-A2BB-C6FF17F7A4CF},Angot,ET030313,North Wello,ET0303,Amhara,ET03,39.072695,11.855433
33514,TAJA,{167E5943-579A-4F8A-BD98-69738AFA6DC9},Angot,ET030313,North Wello,ET0303,Amhara,ET03,38.922300,11.744682
32322,ehudit,{7D6DB25D-FC7C-4880-8BEC-90F77E9D3B61},Argoba,ET030401,South Wello,ET0304,Amhara,ET03,39.950947,10.918227
32327,dibe,{E1CB5937-BCF6-48A1-B7D5-A7C380318F45},Argoba,ET030401,South Wello,ET0304,Amhara,ET03,39.930425,10.983245
32024,ROBIT,{B7BE7E7A-BFD5-4650-B7EB-71652C047D91},Tenta,ET030402,South Wello,ET0304,Amhara,ET03,39.122375,11.370172
32041,gergre,{1B78BE19-8365-4A41-B5CC-82EAB43AFF87},Tenta,ET030402,South Wello,ET0304,Amhara,ET03,39.309638,11.380982
32055,WORETEJI,{181B3C9C-AE7F-4CC6-B7F9-FC141288E187},Tenta,ET030402,South Wello,ET0304,Amhara,ET03,39.228326,11.036674
32060,hamusit,{266608E3-76F2-48EA-811E-0CA5C6426010},Tenta,ET030402,South Wello,ET0304,Amhara,ET03,39.190598,11.014690
32065,MEKENA,{80B290A6-12AD-4FAE-82F9-FDAEBB0FE554},Tenta,ET030402,South Wello,ET0304,Amhara,ET03,39.265338,11.084560
32073,yerema,{9776E9AA-4793-4F2F-9A8A-EE026C13CCC0},Tenta,ET030402,South Wello,ET0304,Amhara,ET03,39.284227,11.029145
32083,SADAKORKORA,{EF15EB64-218F-4DEE-AE38-8B8A4E44E358},Tenta,ET030402,South Wello,ET0304,Amhara,ET03,39.341408,11.004933
32129,fito,{AA5D9A15-E118-49F6-A4CD-7FBD8A2E43C7},Tenta,ET030402,South Wello,ET0304,Amhara,ET03,39.225350,11.128338
32140,ABABORU,{EB37B254-47D0-43E1-921E-87BC5DA4EFEE},Tenta,ET030402,South Wello,ET0304,Amhara,ET03,39.194301,11.075051
32154,debek,{56247098-AB81-489C-A148-1704F36A9E25},Tenta,ET030402,South Wello,ET0304,Amhara,ET03,39.179067,11.338100
32158,MEGUAT,{377BA1B9-5EF1-47CA-B331-B0001AEBB4E5},Tenta,ET030402,South Wello,ET0304,Amhara,ET03,39.208428,11.346608
31188,workaria,{F030FD83-294A-4881-9174-460BBC67CBF2},Kutaber,ET030403,South Wello,ET0304,Amhara,ET03,39.580315,11.277915
31197,Ehudt,{3D1CF887-D4DA-4082-8380-5662C0C411B6},Kutaber,ET030403,South Wello,ET0304,Amhara,ET03,39.469462,11.256448
31210,meskela ambagibi gebeya maekel,{D6BD46A2-9C20-48E3-A051-DDF4181A3C6F},Kutaber,ET030403,South Wello,ET0304,Amhara,ET03,39.422990,11.372877
31217,Manosh,{3BFA1AF0-6197-48FE-BF33-8806420852ED},Kutaber,ET030403,South Wello,ET0304,Amhara,ET03,39.452908,11.316730
31252,Mukada,{42E8BD83-9B48-452A-9101-B2316587725D},Kutaber,ET030403,South Wello,ET0304,Amhara,ET03,39.368990,11.261632
31276,geha abdo markt,{9FDC3964-D8FD-405F-8CCA-8571E12E50AB},Kutaber,ET030403,South Wello,ET0304,Amhara,ET03,39.427745,11.209757
31284,Robit,{8B424630-A70B-4B0D-B73F-6184D0EC9274},Kutaber,ET030403,South Wello,ET0304,Amhara,ET03,39.434893,11.257860
31301,Robit,{E3E45AA1-000D-4D2E-95E7-649206971755},Kutaber,ET030403,South Wello,ET0304,Amhara,ET03,39.457348,11.357345
30259,geregera,{28744563-D78A-41B4-B7BB-2FD89D37CC16},Ambasel,ET030404,South Wello,ET0304,Amhara,ET03,39.476558,11.498832
30270,jigodo,{BD9A2C25-64F5-45B9-A169-3C61F56DEF93},Ambasel,ET030404,South Wello,ET0304,Amhara,ET03,39.411451,11.493894
30310,golbo gebeye,{CA036F3C-2522-47B7-A81E-ECB59673293B},Ambasel,ET030404,South Wello,ET0304,Amhara,ET03,39.601615,11.424038
30320,erobit arogiw gebia,{CFED4841-434E-4AD4-9134-483AC9F3C5A5},Ambasel,ET030404,South Wello,ET0304,Amhara,ET03,39.583843,11.473157
30326,adesu gebay,{CC91C4BD-A039-4EA7-83F0-4B44B4A6028E},Ambasel,ET030404,South Wello,ET0304,Amhara,ET03,39.587456,11.472723
31964,ROBIT GEBEYA,{2A867220-5634-4A9D-BE3F-35DFC0681219},Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,39.708015,11.264432
31967,muti,{5E7BD563-47FA-4FFB-93B6-057333E38AE2},Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,39.722335,11.178387
31983,ehudit,{BEBC188B-7C9C-4C10-8666-C7929B4EE116},Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,39.756610,11.277688
31992,SEGILEN,{DB8C6C27-8C29-48ED-99BD-B0E892DAF6D8},Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,39.702870,11.425527
31997,ROBET,{A94BB6B3-9FA0-44C0-B08B-A3D885062B9F},Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,39.733113,11.416690
32011,CHACHA,{6B62A436-B96C-4B83-B919-648B113FC2B0},Thehulederie,ET030405,South Wello,ET0304,Amhara,ET03,39.761330,11.184250
30529,hamusit,{7CEC970D-97A6-460D-AE48-8C8115C61793},Delanta,ET030406,South Wello,ET0304,Amhara,ET03,39.136887,11.564532
30551,Janos,{5632158D-1571-42E4-AACF-BAAA37FA8F84},Delanta,ET030406,South Wello,ET0304,Amhara,ET03,39.284063,11.694518
30573,Arb gebeya,{FA726820-31A0-4539-A69B-F5C210BCF7C9},Delanta,ET030406,South Wello,ET0304,Amhara,ET03,39.323118,11.722105
30583,Maybeyn Hamusit,{3D0AB032-3569-4EF5-B8BD-F88EEB932E33},Delanta,ET030406,South Wello,ET0304,Amhara,ET03,39.403035,11.731093
30615,Cheher,{E0547B02-F530-4073-BDB5-F7B0393910AD},Delanta,ET030406,South Wello,ET0304,Amhara,ET03,39.077872,11.475427
30622,Gurbit,{4E1A8B7C-153B-4A19-93B0-0C009B43C8DA},Delanta,ET030406,South Wello,ET0304,Amhara,ET03,39.015297,11.506632
30635,lay zontola,{F6B96985-27A4-4DF7-8350-55615FF11518},Delanta,ET030406,South Wello,ET0304,Amhara,ET03,39.241610,11.540768
30668,Terefe,{D8DAE48B-FC67-4E84-B466-306331998D27},Delanta,ET030406,South Wello,ET0304,Amhara,ET03,39.344975,11.775778
30669,Erobit,{58C522A3-498F-4F4C-B1E3-FE6DD699D5CB},Delanta,ET030406,South Wello,ET0304,Amhara,ET03,39.292887,11.741920
32836,SHOGABER,{CA8210D8-C6D0-40A9-8B67-3F9F58DAAAFD},Delanta,ET030406,South Wello,ET0304,Amhara,ET03,38.994231,11.485912
31015,resa,{FD380E55-8866-4E20-BD1E-3F70F94ECD8A},Kalu,ET030407,South Wello,ET0304,Amhara,ET03,39.914005,11.071890
31038,korebiti,{0F1C4064-DE29-454B-B9D7-C5E28510121A},Kalu,ET030407,South Wello,ET0304,Amhara,ET03,39.762300,11.184052
31048,ardibo gebeya,{5F7B9FDB-4583-47E0-BD58-C1EEC23645E1},Kalu,ET030407,South Wello,ET0304,Amhara,ET03,39.794738,11.238929
31071,mudi kalu gebeya,{A18C1907-4ABC-4D9A-B588-74252B0B94F5},Kalu,ET030407,South Wello,ET0304,Amhara,ET03,39.846193,11.271964
30223,hamuset,{166C7376-9956-4AAC-9E5E-A2EECA7EC586},Albuko,ET030408,South Wello,ET0304,Amhara,ET03,39.562528,10.696536
30232,maksegno gebeya netiy tekiy kebele,{16B03A4E-870C-463B-A739-B4326493F8C5},Albuko,ET030408,South Wello,ET0304,Amhara,ET03,39.552137,10.763873
30681,"037\ Tebasit",{192371B7-2FFA-4B76-A5F7-929456DE5E06},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.542092,10.960173
30686,Erobit,{2E199503-A171-40EA-ADB3-5B42B440D1C9},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.589897,10.990973
30694,Chrecha,{B9CAA67A-0748-4BD2-A4AB-A8B88D306886},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.417265,10.979777
30698,gelsha,{C7254991-E85B-4B2D-87C3-102F79A03779},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.552450,10.997503
30710,Erobit,{4DB582DB-5E40-406B-B551-BEE33077050F},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.558480,11.093008
30725,Hamusit,{77CA8AD4-928E-4C95-B141-42081537AC58},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.502435,11.110067
30737,Arbit degamotea,{7478B2EC-5727-429C-91A7-4442A0B90EAE},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.509078,11.023320
30747,Robit,{D370BC77-0207-4DF0-89BA-97FBAAA969F5},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.438688,11.116660
30751,begde,{5641ED41-F8E6-4732-80A0-7359FDF9C2EE},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.409503,11.129323
30758,Gendera,{9FEF69BE-171B-4C56-89FD-F84A427969CB},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.479334,11.067590
30763,Ehudit,{E6E1D9FE-9316-4F0C-B00B-C29350F0A9C5},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.430838,11.046117
30776,Erobit,{0C1D3CCE-7373-4238-AD92-91DFB891FC3E},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.642372,11.026457
30786,Tsd Gebaye,{65683967-94A5-468C-997D-D99074E0AB51},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.340325,11.106790
30789,Jmetit,{4A7487A8-C188-4725-A7D7-8039FFAEC0BA},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.369398,11.052818
30811,robit,{21FF828A-E3B9-43F9-BEEC-62513CB10ED7},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.399682,10.887095
30815,Abakatima,{CCC76690-07FA-4E01-B3EC-ADCA4E72DA10},Dessie Zuria,ET030409,South Wello,ET0304,Amhara,ET03,39.511193,11.073443
31373,CHIRO,{3329F232-3A6D-47E0-9168-9891411C8408},Legambo,ET030410,South Wello,ET0304,Amhara,ET03,39.231243,10.958685
31401,SEGNO,{31277F06-0FB2-4C23-9792-3502568F94A2},Legambo,ET030410,South Wello,ET0304,Amhara,ET03,39.300643,10.913409
31410,tincha,{78DEAC30-0435-4233-A41E-8720D4E959A1},Legambo,ET030410,South Wello,ET0304,Amhara,ET03,39.363197,10.802817
31417,dereba ehudit,{2B4F7FEF-DB33-4C02-8B7B-9E2DEF21E891},Legambo,ET030410,South Wello,ET0304,Amhara,ET03,39.400552,10.854242
31425,BUSO,{0FF0E6CD-144F-4AA7-BF2C-0798FEB094B4},Legambo,ET030410,South Wello,ET0304,Amhara,ET03,38.997493,10.856922
31440,MAKSEGNIT,{CB27DB4F-A427-40B7-96E8-3DDCD545BFDE},Legambo,ET030410,South Wello,ET0304,Amhara,ET03,39.148090,10.749047
31447,KECHENBER,{80009853-1599-4F5C-BBA0-ACB909237ED1},Legambo,ET030410,South Wello,ET0304,Amhara,ET03,39.196948,10.764262
31761,negade wuha beg tera,{2625682D-7341-42F6-813B-73B8F1864C96},Sayint,ET030411,South Wello,ET0304,Amhara,ET03,38.771528,11.029862
31784,"013 mese hamusiate gebiya",{0B425A6A-C813-4F9E-8498-8DD96B2E160D},Sayint,ET030411,South Wello,ET0304,Amhara,ET03,38.577037,11.090005
31803,segno gebeya,{97FDE251-507B-4855-9862-5B373F25F6A4},Sayint,ET030411,South Wello,ET0304,Amhara,ET03,38.756873,11.112020
31837,waro market center,{7E3ED8BC-F06F-443F-8C27-F186BD8CAF2A},Sayint,ET030411,South Wello,ET0304,Amhara,ET03,38.862569,11.115549
31856,yenechay,{EEF1E955-1BF4-485A-998E-254D420BB427},Sayint,ET030411,South Wello,ET0304,Amhara,ET03,38.790618,11.182027
31906,"019/ GEDEBA KEBELE SEGNO GEBAYE",{4E000883-0168-40DE-B16B-91F63F09B876},Sayint,ET030411,South Wello,ET0304,Amhara,ET03,38.914583,10.955386
31919,gulmeada markeate,{204C9E6F-A0D0-4D07-93EA-B8FA921A4E7D},Sayint,ET030411,South Wello,ET0304,Amhara,ET03,38.825797,11.060347
31921,afekara gebiya,{8CD7DE6C-E084-4925-843C-0405CDB4B1E6},Sayint,ET030411,South Wello,ET0304,Amhara,ET03,39.039499,10.985661
31922,hurumo kedama gebiya,{E67461F7-3173-44FB-B333-7E03CDED5C43},Sayint,ET030411,South Wello,ET0304,Amhara,ET03,39.014012,10.938513
31930,cherkos maksegno [beja],{8474DF37-A090-49D2-B4C3-EA972481B27A},Sayint,ET030411,South Wello,ET0304,Amhara,ET03,38.801518,10.969080
30853,MAKSEGNO,{9F102A1C-C353-405C-B1CD-00EFF64A42A3},Jama,ET030414,South Wello,ET0304,Amhara,ET03,39.343575,10.528538
30912,BILAW,{C670C36D-0169-42B6-9C8C-454EB78CF60E},Jama,ET030414,South Wello,ET0304,Amhara,ET03,39.225940,10.342912
30922,ELESHAMA,{D852446B-0F27-498F-8587-1BEB88E4F88C},Jama,ET030414,South Wello,ET0304,Amhara,ET03,39.291437,10.366378
30928,BOREN,{224DD7FF-1AE5-4059-8C2D-79E63F0991DF},Jama,ET030414,South Wello,ET0304,Amhara,ET03,39.383282,10.468552
30937,ABU WELD,{2E32F99F-E903-42B1-9DC0-E1FEC79F8E2C},Jama,ET030414,South Wello,ET0304,Amhara,ET03,39.135805,10.381628
32234,ROBITE,{7D18E263-29B9-4345-AF62-31298D449A6B},Wegde,ET030416,South Wello,ET0304,Amhara,ET03,38.821493,10.635422
32278,ZEMODI,{31674B56-7E04-4609-BA58-74D50A4BD60D},Wegde,ET030416,South Wello,ET0304,Amhara,ET03,38.597234,10.569361
32301,HAMS GEBAYE,{B258507E-9A9C-4D1D-A648-814B66914571},Wegde,ET030416,South Wello,ET0304,Amhara,ET03,38.913122,10.774213
32303,DEMASKO HBRET SUK,{F466047A-1BDF-4F16-9CAD-40C49B43BBBD},Wegde,ET030416,South Wello,ET0304,Amhara,ET03,38.890120,10.712426
32306,KABI,{B2E04E27-4593-4511-9F11-87A9B2D74550},Wegde,ET030416,South Wello,ET0304,Amhara,ET03,38.889453,10.702569
32498,bare tara market center,{2B03A865-0B70-46E6-A86D-9B37F9700C5A},Dessie town,ET030418,South Wello,ET0304,Amhara,ET03,39.609371,11.094717
32519,YE BORU SILASIE YE GEBEYA BOTA,{FB0766F3-E655-404A-BE88-57BB22B9DFA2},Dessie town,ET030418,South Wello,ET0304,Amhara,ET03,39.650475,11.222628
32521,YE TITA ASAR BER GEBEYA,{DD6D5D5B-F23C-4070-A14E-815BCD605DAA},Dessie town,ET030418,South Wello,ET0304,Amhara,ET03,39.671288,11.167625
31332,shikf segnut gebia,{600BE184-5E86-4B88-A78F-815F05F00D64},Legehida,ET030420,South Wello,ET0304,Amhara,ET03,39.330638,10.643275
31336,kra gebeya,{E3B69E9C-F240-4507-B033-433DE6E631A9},Legehida,ET030420,South Wello,ET0304,Amhara,ET03,39.346447,10.663800
31634,BESO BER GEBEYA,{E979A727-0FB0-419F-997A-91A73368E113},Mekdela,ET030421,South Wello,ET0304,Amhara,ET03,39.116470,11.120732
31666,ROBETE GEBEYE,{112A366C-1667-4A4F-973D-533C0033D770},Mekdela,ET030421,South Wello,ET0304,Amhara,ET03,39.006279,11.247941
31678,DEBREZEYT,{616EDE63-E9DA-406B-9C93-0AB21C4B3D6C},Mekdela,ET030421,South Wello,ET0304,Amhara,ET03,38.930852,11.204043
31720,chingua,{F3ACDE23-6A7D-4A31-A755-DA9A81E79782},Mekdela,ET030421,South Wello,ET0304,Amhara,ET03,38.929900,11.133244
31739,defer,{ABA61654-1197-4B6E-A11A-EF8AE44BB33A},Mekdela,ET030421,South Wello,ET0304,Amhara,ET03,39.055907,11.006553
31744,ASOL,{11B0307F-1965-45BA-BD0D-BDFBFD29E12C},Mekdela,ET030421,South Wello,ET0304,Amhara,ET03,38.998193,11.095467
31746,KOREBE GEBEYE,{428A4F56-62AF-4B8C-A9FE-2C3595601A12},Mekdela,ET030421,South Wello,ET0304,Amhara,ET03,38.815734,11.287620
31753,ASOLE GEBEYA,{0F293AAA-BB8A-4D34-8502-31DD7B67275F},Mekdela,ET030421,South Wello,ET0304,Amhara,ET03,38.998353,11.095096
32384,woreka robit,{16E5ABBB-1B7B-49BB-BCE7-A1CBF0B58187},Worebabu,ET030422,South Wello,ET0304,Amhara,ET03,39.790333,11.281505
32409,hamusit gebaya,{6C595686-3102-40CA-B1B1-E4AECF44666C},Worebabu,ET030422,South Wello,ET0304,Amhara,ET03,39.839482,11.373972
32441,maksegnet,{D76A1D4B-348A-40F9-9C09-FB4B21B9FBE8},Worebabu,ET030422,South Wello,ET0304,Amhara,ET03,39.903524,11.385410
32448,arebate,{9309EC55-EFAE-43EE-8A56-CAF23E5A598D},Worebabu,ET030422,South Wello,ET0304,Amhara,ET03,39.956398,11.491171
32456,ajersa migesano,{1FA39879-3DCC-458E-9A9E-5BB776A1028F},Worebabu,ET030422,South Wello,ET0304,Amhara,ET03,39.810484,11.434650
21711,Yeketema kebele gebaya bota,{9FDDADD2-EC59-4A70-8CC2-B07DCFF32229},Mida Woremo,ET030501,North Shewa (AM),ET0305,Amhara,ET03,39.130635,10.314418
21737,Yebehera gebeya,{A62BF394-4EB7-4013-B982-74B3E6119B9E},Mida Woremo,ET030501,North Shewa (AM),ET0305,Amhara,ET03,39.176287,10.257940
21754,minaza gebeya bota,{B1D219CB-BC17-4242-B84C-7DDDF230367C},Mida Woremo,ET030501,North Shewa (AM),ET0305,Amhara,ET03,39.061162,10.250842
21539,yesa gebeya maekel,{1833A1AC-CE88-4FB0-ABF7-4CD0AC352439},Merhabete,ET030502,North Shewa (AM),ET0305,Amhara,ET03,39.034555,10.102815
21565,Berkato Yegebya sefer,{A6B157BE-4649-4D88-A4AD-2C513566EF61},Merhabete,ET030502,North Shewa (AM),ET0305,Amhara,ET03,38.997397,9.984262
21604,malebia gebeya maekel,{00F5A217-991A-4599-B805-289F078C0BA0},Merhabete,ET030502,North Shewa (AM),ET0305,Amhara,ET03,39.178370,10.124932
20634,Salayesh derko,{079E3860-2888-4A9B-8619-58A25A591755},Ensaro,ET030503,North Shewa (AM),ET0305,Amhara,ET03,38.908082,9.832828
20671,Bera ye gebeya bota,{F28E58B2-D18F-4643-8019-629C2E6874A2},Ensaro,ET030503,North Shewa (AM),ET0305,Amhara,ET03,38.838820,9.867353
21211,Ashen gebeya,{A4A61193-8911-4F15-9C80-E0DE49229CF1},Menze Gera Midir,ET030505,North Shewa (AM),ET0305,Amhara,ET03,39.590308,10.368665
21216,koso market,{F7105036-0871-4B5D-8B29-64C5ABC6202C},Menze Gera Midir,ET030505,North Shewa (AM),ET0305,Amhara,ET03,39.516850,10.418112
21218,shola gebeya,{579F829C-9162-46B8-98AE-CAB5EFC2BD38},Menze Gera Midir,ET030505,North Shewa (AM),ET0305,Amhara,ET03,39.545843,10.386223
21231,Amba laye,{B4792CF1-D307-45A9-8926-A0B64923C86E},Menze Gera Midir,ET030505,North Shewa (AM),ET0305,Amhara,ET03,39.522637,10.358765
21255,ye 018 kebele ye gebia bota,{9F2C5BA5-6E79-4FC8-B019-D3C908B664F3},Menze Gera Midir,ET030505,North Shewa (AM),ET0305,Amhara,ET03,39.779692,10.519185
21266,Wozhede,{71603F3D-38FD-4356-BFD6-F3212DBA9B72},Menze Gera Midir,ET030505,North Shewa (AM),ET0305,Amhara,ET03,39.784493,10.483822
21271,"014 kebele yegebiea bota",{B8B07598-D8C9-4944-957E-B6EA3F5D0756},Menze Gera Midir,ET030505,North Shewa (AM),ET0305,Amhara,ET03,39.641690,10.382585
20922,Gerar Ameba,{F9A727DE-96C5-47C6-BC39-91DDC1AEBE6A},Gishe Rabel,ET030506,North Shewa (AM),ET0305,Amhara,ET03,39.655107,10.672688
20956,Asnafit Segnogebeya,{7CE215DC-07A5-427B-A764-1DE110A9E7AA},Gishe Rabel,ET030506,North Shewa (AM),ET0305,Amhara,ET03,39.688782,10.563162
20561,ye meskelber ye gebia bota,{BD63E062-B509-4CE3-92A1-8C2316D2786E},Eferatana Gidem,ET030508,North Shewa (AM),ET0305,Amhara,ET03,39.825967,10.376530
20581,amane gebia,{3796E94E-06D4-4B8E-A7FA-B31E18079ACC},Eferatana Gidem,ET030508,North Shewa (AM),ET0305,Amhara,ET03,39.913307,10.254567
20587,arso amba yegebeya bota,{29A265B0-71B4-4E89-A3D7-AF24C8F81D14},Eferatana Gidem,ET030508,North Shewa (AM),ET0305,Amhara,ET03,39.896640,10.179725
20602,dult yegeter gebeya bota,{0A94EF9D-F4A5-40F2-8CF2-7F1762566C65},Eferatana Gidem,ET030508,North Shewa (AM),ET0305,Amhara,ET03,39.869605,10.405657
21467,Astoya gebeya bota,{4019FF89-4AFB-4EBB-BAB7-66265A08DA24},Menze Mama Midir,ET030509,North Shewa (AM),ET0305,Amhara,ET03,39.633935,10.044770
21483,"015 kebele yigem Gebeya bota",{2D753DE6-B797-4A01-B298-253B513BB181},Menze Mama Midir,ET030509,North Shewa (AM),ET0305,Amhara,ET03,39.771935,10.225972
21503,Bash yegebeya bota,{A94A762B-D261-42CA-969D-599FD411E5A3},Menze Mama Midir,ET030509,North Shewa (AM),ET0305,Amhara,ET03,39.788500,10.142892
21516,"010 kebele Maekel Gebeya bota",{E0C7F625-1C2C-4E2C-9198-29CE17F59D0B},Menze Mama Midir,ET030509,North Shewa (AM),ET0305,Amhara,ET03,39.741782,10.092173
21519,"011 kebele /ayilebs gebeye bota",{C8E9AE57-CF78-4049-90EA-45BC79D73555},Menze Mama Midir,ET030509,North Shewa (AM),ET0305,Amhara,ET03,39.723008,10.065277
20786,armaniya  yegebeya bota,{30DD1CD6-2B95-4BC9-8D90-72FF1E65E010},Tarema Ber,ET030510,North Shewa (AM),ET0305,Amhara,ET03,39.823200,9.882877
20798,Wefwasha Kebele Gebaye Bota,{8A2481E1-89B9-4441-9867-9A2C9C7784B9},Tarema Ber,ET030510,North Shewa (AM),ET0305,Amhara,ET03,39.792845,9.799268
20804,Saranba Yegebeya maikel,{24170FD4-CDCF-4773-86A4-3F7A2A487CE1},Tarema Ber,ET030510,North Shewa (AM),ET0305,Amhara,ET03,39.811795,9.797407
20819,Wofe ayezorshe kebele Yegebeya bota,{416C6B2B-99DD-4195-98BE-D4FB2990BA64},Tarema Ber,ET030510,North Shewa (AM),ET0305,Amhara,ET03,39.852307,9.837262
